Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Qatar,QAT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108323.903919171,108055.00605731,110654.497057,107615.895528265,116418.226456965,109802.358599659,118585.157547533,118831.655399334,119723.100711958,117064.859658008,125140.838348001,129349.916351584,125302.08000142,122636.921618451,120860.06755829,119749.428536152,118207.134622686,116935.600359799
Qatar,QAT,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,24.2302799224854,25.2945995330811,26.8852691650391,28.3814697265625,..,37.6277503967285,37.6999397277832,44.2970314025879,49.3700714111328,54.2815284729004,57.3264808654785,..,63.4938583374023,63.717960357666,66.6772003173828,69.3775329589844,61.8029403686523,63.0917701721191,..,66.132682800293,67.7968902587891,67.6831283569336,73.8789901733398,75.991081237793,..,..,..,76.8775787353516,74.4634399414063,..,..,76.5828475952148,..,90.8686218261719,89.3508377075195,84.1889038085938,75.2214584350586,..,83.0258636474609,90.0488662719727,96.01611328125,75.5299301147461,69.2905502319336,72.4639282226563,77.9421920776367,81.803352355957,..
Qatar,QAT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36044298341.0931,37449372355.1551,40139043103.6418,41632198904.0902,49633455958.9326,53352370952.2569,67314817504.132,79421829550.1802,93450549190.6148,104624021240.908,125122306346.154,141857635543.447,148506870584.197,155056431405.283,161225944072.686,166951102638.237,170662627613.433,173386627577.902
Romania,ROU,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2637.07232563984,2448.37028311309,2310.18037835144,2438.50575958404,2700.73819923004,2885.54111310719,2905.71919001763,2941.02133588237,3061.66126772642,3117.95411948795,3275.79111092258,3490.21568458256,3637.47043605591,3896.06361790756,4319.48138111836,4778.28756580361,5410.52269076396,6182.69282290393,6916.17127983378,6494.18699517526,6613.27830015107,6655.55744171484,6707.94558678138,7005.44914625917,7428.56658930582,7811.06815857298,8165.94467904033,..
Romania,ROU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11422.4699451223,10033.6756350965,9237.07809293678,9391.07114081509,9774.52246483595,10493.4574664617,10930.9837256306,10434.5290833599,10237.9031914809,10212.8145505446,10470.9659679055,11211.8698827785,12010.9942391207,12766.2619002462,13912.3870160574,14582.5743141039,15850.9059432791,17190.955929274,18923.6336248379,17954.1312356988,17553.2832966444,17997.8841310604,18302.0262899717,19018.870777865,19677.5202527307,20556.0036423363,21670.7047886072,23313.1993431851
Romania,ROU,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.6769638061523,70.4226684570313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.7149200439453,82.7237701416016,80.7714080810547,..
Romania,ROU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,124277669352.066,108223218113.204,98735041342.8074,100244536715.129,104186094488.346,111623119759.08,115942715344.631,110358743832.942,108055284067.056,107621412361.365,110199046925.191,116361380210.897,122393777829.046,129155150175.38,139950701289.42,145789324626.982,157533471358.057,168346186627.487,182251360747.264,171479648737.932,166658327826.552,170041121878.451,172146541418.697,178226065182.785,183708858515.333,191009095003.252,200217212681.665,214126451996.14
Rwanda,RWA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275.98944369529,297.378339152859,286.087854683463,317.306088225699,288.913813729749,275.536679322773,282.56034349416,251.910189616439,261.28206253967,249.541799610971,247.225076629772,262.790596797776,288.587279720464,290.052268441643,121.78237091565,190.734538482076,201.362419359693,231.128526186581,232.82810973011,267.09435151753,288.463639240616,292.481545161482,316.335006499126,294.224469694836,325.107395541889,356.813417177169,407.116713113771,420.444303886968,409.960323193551,440.706566004583,458.050400719611,486.624266382181,513.464883972352,523.156357808789,553.313415771164,590.839395074672,612.587727881249,..
Rwanda,RWA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,872.528522648377,872.788801322259,972.290295120945,950.453505276588,496.084009799228,679.540321977689,742.712475972785,792.784174030281,797.317005561996,773.347407138986,792.923578277991,828.835613806912,915.447813519169,920.073173957961,973.116344802199,1043.86077399471,1113.57136067419,1168.02084174576,1263.51109715284,1306.22755042019,1365.17423994085,1436.86893683665,1521.62644779076,1552.75176890183,1629.86886584829,1731.04342267746,1790.25475455162,1854.21079087361
Rwanda,RWA,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.7324695587158,27.6667900085449,..
Rwanda,RWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,972660208.984059,930859883.146452,1036361665.40378,934586344.128364,818090224.716236,875434498.349153,936792921.654022,1001581684.14709,1071830429.28598,1189810772.01354,1261216376.05286,1276434726.18966,1279792620.96161,1323793019.22653,1342456165.24086,1314078985.52699,1570384535.34909,1601699722.2452,1748268714.20242,1955786602.84421,2130861037.54775,2246698894.19799,2287383161.27398,2424176678.70673,2321372841.83873,2423577046.01444,2556198514.048,2555584103.42524,2670555359.79429,2669579691.79104,2605528703.92097,2540015820.32156,2689183970.36084,2471126328.29213,1229433112.60261,1662489594.92832,1874385460.69134,2133983207.63131,2323025727.0881,2423435683.71451,2626299259.43894,2849129766.50928,3224988890.46447,3296015154.77876,3541491696.90447,3873609810.79125,4231030725.9445,4553997445.97221,5062280240.66949,5378584801.81154,5773084568.14756,6235918930.24558,6775059582.83256,7090700999.49207,7631336868.37547,8308082095.23023,8805014648.57369,9342172848.18128
Samoa,WSM,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2949.39189543675,..,..,..,..,..,..,..
Samoa,WSM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3649.14421710174,3538.92150781071,3499.97485760478,3607.8028442415,3483.1545860667,3685.7138859349,3924.34102380455,3928.60445890796,3996.65968509499,4065.81184560866,4325.83063247326,4600.84326162759,4773.08187745925,4958.28384254308,5155.13506777507,5335.14944665353,5405.19089100326,5709.36149156864,5728.00913068809,5414.23928550108,5399.89309631838,5667.49053435576,5644.29286051597,5489.78709389587,5511.1631119163,5558.79187892505,5914.28129085367,6021.55742363963
Samoa,WSM,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8554382324219,..,..,68.4837265014648,71.0648727416992,64.5491714477539,65.8160934448242,..,..,..,..,..,..,..,79.9058532714844,80.5232467651367,80.001350402832,79.6540298461914,..,79.5302276611328,77.226692199707,77.271842956543,..
Samoa,WSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,347169627.139106,348666053.128634,353155331.097219,366997241.43957,387198892.09558,389069434.602753,383457887.243333,397673874.022279,380090918.746632,371348800.92148,370606139.152096,385800945.245097,375993513.200696,401085973.780912,429879799.055247,432645752.212107,442141834.662651,451804574.117734,483063985.162683,516587494.541541,539028032.551215,563367730.937528,589423499.465576,613922840.672736,626009802.25517,665590159.45531,672306540.948956,639980212.442771,643046733.391126,680205473.732144,682940604.561806,669733497.884171,677744497.282243,688824101.843254,738041747.031935,756492790.707734
San Marino,SMR,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65352.6857328538,69499.6480480859,74921.5073856443,75678.5028031709,78890.0387548759,78148.9015398522,80118.5270267576,82713.8283499934,83600.0479394576,85726.8000200977,90727.2095138511,91087.9241320758,78444.728119613,73862.3374374501,66053.1105030725,60282.5438119031,57750.4587733765,56620.5426193428,56372.3624231511,56500.4691070515,56861.4697322851
San Marino,SMR,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1612660389.07285,1733818812.08609,1889792873.89625,1931571640.45254,2038803807.94702,2045766935.7064,2125146592.16336,2222630380.7947,2275550151.766,2363285561.53422,2531793253.31126,2573572019.86755,2243519764.07285,2139072847.68212,1937142142.66004,1790916459.71302,1736604063.18985,1721285182.11921,1729640935.43046,1746352442.05298,1767938138.10706
Sao Tome and Principe,STP,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,883.232414336373,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2017.58023606315,2018.96133791228,2101.16706197139,2130.04951216496,2227.48914254042,2374.12640919794,2394.66376690976,2531.52812872415,2533.74792288632,2641.51394847294,2695.62954237131,2718.16354288886,2785.73404562888,2902.69337151762,2947.51097130132,3003.76844608335,3052.71374319686
Sao Tome and Principe,STP,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.1183109283447,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.0366706848145,25.573579788208,30.6106300354004,..,32.1257781982422,31.3928909301758,32.5448989868164,34.7903785705566,46.2079086303711,..,53.3103408813477,62.3373603820801,64.8609619140625,..,..
Sao Tome and Principe,STP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,122206100.734147,125110790.014629,133334913.640163,138444610.313969,148265553.165548,161780916.941446,167044628.802325,180719189.130434,185103945.101331,197454053.145088,206138480.644065,212615301.920748,222852291.543505,237448967.555955,246519490.893575,256822056.30447,266773808.825555
Senegal,SEN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,904.442258954849,929.339551203359,826.634726386418,840.46318476226,876.035075134698,926.268470358243,901.396867444669,847.04406342568,891.863004742718,817.84549184829,808.964285998402,836.485828124835,755.228836978445,797.486854579725,863.419796730391,899.799649850633,915.868725980203,885.26228935836,858.7900204169,860.493493925781,849.101407905479,849.991164868837,822.712841918905,721.342044000074,740.019382201749,744.342464469031,748.098258323097,773.558132124137,806.757120805209,805.399018422778,831.906317057888,803.61986262559,841.264414880279,850.315326887517,875.337786786374,865.746849818783,884.591458307391,861.20240795018,889.452073269704,885.240596254898,842.742622681518,834.32369720011,850.004648872231,870.46616071763,913.262094861688,953.322060851349,..
Senegal,SEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1844.86803850763,1835.17491663862,1802.42995692257,1772.36191395176,1722.09122757359,1765.82275612143,1755.69339888154,1766.74739952875,1826.88860205076,1897.23549158798,1910.53504157986,1948.67886059248,1911.94211924544,1987.32279576214,2049.27104684735,2107.68011244763,2102.47524076867,2147.44003823346,2166.24105005464,2157.397796523,2183.99505141766,2158.18118164724,2187.17908969923,2195.96385449253,2218.55191733521,2293.85353926578,2379.45126362328,2470.57958207519
Senegal,SEN,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7861995697021,19.5212707519531,20.5117492675781,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3464325830.84372,3568028631.9746,3563167715.27842,3629602213.66199,3770573317.80542,3820804499.27369,3930719912.03577,3882773270.99705,4127029744.27322,3856538316.43641,4186736882.22053,4180856633.76623,4447729447.19003,4199402032.7987,4375809485.63196,4705555724.44868,5125314997.15378,4987807649.19409,4790593163.28708,5126015435.68117,4956311122.10141,5207572128.92062,5616005376.52607,5316874875.03699,5516032479.19102,5697149788.99266,5874521415.8732,6232536756.26076,6195613276.33752,6442065856.12262,6398540801.57077,6562076334.95335,6643619794.57543,6730038699.14731,6728872473.78546,7089773724.67834,7232428842.10814,7458372326.23663,7898317288.30968,8400637865.99023,8668335875.41373,9065425098.73579,9124785833.02887,9734616090.9252,10306113227.5195,10885585456.5604,11153541790.0781,11704357787.6242,12135373619.3484,12429435070.344,12948906288.5576,13176951814.23,13758210914.7575,14233621992.6055,14813653949.0484,15770157926.6534,16833353304.076,17975846535.2953
Serbia,SRB,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4015.20657842652,4216.89465708798,4483.128853592,4449.45213938614,4392.99178421921,4539.75391569512,4413.11304268717,4552.46671191545,4539.31285384888,4635.89119267743,4811.99930074803,..
Serbia,SRB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7393.09438132684,7579.98030625104,8147.36245296831,8377.09143208382,7386.24891244316,7984.83624726539,8397.9238280117,9003.79519253155,9421.37156537607,10297.6765743678,10900.912413629,11480.5847390216,12206.0390617769,12915.965650617,12563.7870873229,12688.1242898741,12967.918642956,12898.7049144274,13294.9603016578,13112.9089581967,13277.8001173574,13720.8908914885,14048.8806366748
Serbia,SRB,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.5878067016602,90.2407379150391,90.1658401489258,92.4860763549805,92.8620910644531,93.0290374755859,92.2052307128906,93.7818222045898,93.1141815185547,..
Serbia,SRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24045674131.5006,24629059461.7961,26398616216.105,27040223134.5098,23755758797.5644,25599017868.5148,26877103625.5498,28789621363.4826,30060802352.7929,32780256764.2151,34596422952.0809,36293152225.2341,38430368884.6748,40492805121.3899,39231060776.6223,39460357730.5224,40013381123.366,39607137113.7376,40625727367.813,39881747972.7617,40183938020.4789,41308012849.7895,42079410618.1871
Seychelles,SYC,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9148.70269128659,..,..,..,..,..,..,..
Seychelles,SYC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14216.5298976404,14415.6709830086,15377.3130604256,15993.4303983737,15448.3363262815,15097.1940013843,15608.9013551796,17272.0949576041,18360.9216606183,18340.8281570606,18453.1097708874,18018.2413480849,17687.6411169656,16835.7729500781,16416.5608678926,17812.2799483131,19086.4536945142,20968.2166760999,20064.3023983281,19764.8070873945,20365.1189331513,22556.5825709346,22618.012385661,23540.3803788991,24221.1442592803,24856.5599036553,25630.7100889485,26382.2873463186
Seychelles,SYC,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.9113082885742,..,..,..,..,..,..,..,..,..,..,..,..,..,78.907600402832,82.2397232055664,82.1609268188477,83.6077880859375,..,89.676139831543,66.5248184204102,65.3027114868164,71.1748504638672,70.5473937988281,74.8022079467773,74.7696075439453,81.5627365112305,..,79.0277633666992,76.2947235107422,76.1557235717773,74.6392593383789,44.3184204101563,..,79.5143280029297,82.4335708618164,88.5824813842773,..,..
Seychelles,SYC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,117996015.496283,112235123.924407,121672505.535006,134004747.605343,141936818.879032,140431478.00256,159946548.974313,160753862.325896,172895980.345911,172895980.345911,188235086.723801,218073690.539979,231830450.532942,252820811.451038,256114686.572972,264252487.613748,307266576.64788,288246078.631383,349215002.896053,404371209.9502,387191407.753007,355382941.035229,351410919.644009,345404444.17515,360986095.763491,401148461.470818,400439225.926256,418074999.070898,440637445.080708,489983652.945451,524260678.361109,538732506.955193,577313656.241428,613087761.581729,608191048.028002,603169565.089069,632830581.345593,708526965.617602,768067310.19775,782445580.840157,794294457.97491,776254738.028627,785669398.20425,739416038.787077,718339327.254204,783031253.312258,856684174.335502,945962968.234513,925654158.746992,915423405.095384,969936525.298729,1046438130.96225,1059631924.49388,1123401381.86617,1174008203.64439,1231973525.71507,1287449682.77196,1341522569.44838
Sierra Leone,SLE,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224.700699460009,263.51131219072,262.566050014144,274.487672525553,281.658389678712,294.581638308815,319.906347009655,338.609099378774,358.359470003266,348.934200102847,344.496077340192,407.093550993277,431.206852443325,387.88486732773,360.775904177626,334.785094799113,..
Sierra Leone,SLE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1250.57519314079,1272.61239760513,1032.05733852633,1052.08109502507,1037.29523169706,956.279138166106,971.339346129046,909.34664535331,915.333278484816,880.201712918587,912.742557645038,823.286273197243,994.992435771292,1036.96533978002,1056.58440881044,1061.51022420989,1070.3476085678,1124.54118131593,1156.41938302148,1165.88792649948,1199.98985027502,1246.25278946773,1402.69709443095,1655.12177901564,1692.14206707555,1314.2737277159,1363.86357140879,1390.30026748482
Sierra Leone,SLE,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.0567512512207,..,31.8269691467285,..,..
Sierra Leone,SLE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,863817135.348885,879443963.520203,919379224.252423,935006052.423741,997513439.734135,1069136458.74845,1087311778.52587,1087706272.12857,1109677110.35219,1204282042.06589,1308097094.0893,1353434647.00834,1365618734.66949,1396435536.25972,1445308382.62872,1469433708.97239,1462833360.39718,1463516149.71477,1498733209.58287,1566345045.41468,1642211026.52583,1689530164.142,1770319366.27552,1733093062.00784,1804029154.91447,1708211023.80517,1729325313.393,1854377474.04353,1723087548.89011,1735666087.97453,1793810866.92852,1836000592.55893,1486923459.02178,1507361956.18965,1478007825.58958,1359770845.99958,1383618798.07641,1302302386.54043,1325548670.12586,1299312276.33196,1385751986.44889,1297819715.6163,1640668858.78078,1793466334.31028,1911798254.11347,1997926594.52458,2082317301.22993,2250113451.91019,2371580993.57319,2447188210.25805,2578026297.1676,2740829818.87813,3156936272.94677,3810919876.18185,3984574819.99707,3163801388.84474,3355384560.27101,3494890110.81493
Singapore,SGP,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,7352.66231243266,8007.59584525392,8393.19599011707,8572.65359755915,9085.29163551928,9249.85780166739,9631.35214695187,10303.5114585825,10968.698113339,11178.5415566857,11342.4918134305,11662.2899634427,12951.8567431394,13902.6634771519,13724.6432115974,13756.2194334022,14364.0544504224,15897.6453542787,17093.4525232491,18371.0091940527,19249.6694430256,19886.9791810479,21079.4549843009,23464.133891944,25363.8976546394,25751.0843998236,27690.4257026905,25205.158641932,26070.5299233411,29023.9645229108,27049.5088274025,27168.987664915,28046.9285488703,30310.1104107505,32616.9413744107,35996.0381729132,38465.3226820705,34052.9418454563,33038.1391327421,40103.5679003583,40317.6743513436,39666.4191318701,40256.8828644891,40794.0271876737,40380.7728477735,41049.3212873172,..
Singapore,SGP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34344.6722955869,35613.3981577913,37008.8239667746,40247.5029884157,43266.1389298669,44921.3376646732,46380.8844210891,48568.0509923276,45901.1508583608,48311.2941197413,51706.4348232877,49851.0792733017,51478.6851072858,54560.5445061343,59027.0126274951,61973.6852211441,65386.1354632428,68432.6855468307,66046.14738518,63697.2914292975,72115.8395014504,75113.2045300368,76285.5699220258,78896.6126956642,80903.5346542296,81741.096935529,82621.5031826688,85535.3832002
Singapore,SGP,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.5317916870117,..
Singapore,SGP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5580564723.13899,6034690135.68024,6464466446.64467,7109937660.43272,6848258159.14925,7368536853.68537,8169636963.69637,9173157315.73158,10422368903.557,11852805280.5281,13498643197.6531,15129446277.9611,17175944261.0928,19087275394.2061,20321818848.5515,21258452511.9179,22839383938.3939,24549174917.4918,26685735240.1907,29199413274.6608,32127172717.2718,35559589292.2626,38110084341.7676,41364869820.3154,45005207187.3855,44696002933.6267,45289402273.5607,50161129446.278,55736633663.3664,61412394572.7907,67580784745.1412,72099963329.6664,77210121012.1013,86118151815.1816,95526952695.2696,102240630729.74,109941327466.08,119056692335.9,116407407407.407,123502676934.36,134491382471.581,133210634396.773,138821048771.544,144978217821.782,158822442244.224,170716905023.836,185842757609.094,202775870920.425,206400733406.674,205155335533.553,236421782178.218,251436156949.028,261703043637.697,275078914558.122,285762669600.293,292166776677.668,299170077007.701,309995672900.623
Sint Maarten (Dutch part),SXM,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36327.2318988918,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7224.66191513752,7478.96019748924,7970.82040726914,8255.08183323248,8103.83776194882,8377.96241803675,8671.42955229819,9039.13852726678,9024.0425410137,9718.60543680573,10572.9981257035,11484.6645770177,12820.5828606777,13548.7436521013,12592.3270963715,12941.0969303425,12875.1280773718,13172.0697431014,13364.8760984482,13614.9980524822,14098.6926091399,14502.3755182546,..
